-9.9 0.0069 0 0.0024
-9.7 0.00695 0 0.0024
-9.5 0.00775 0 0.0037
-9.3 0.0092 0 0.0031
-9.1 0.0087 0 0.0036
-8.9 0.00975 0 0.00285
-8.7 0.0081 0 0.00345
-8.5 0.0104 0 0.0046
-8.3 0.0103 0 0.0051
-8.1 0.0106 5e-05 0.00535
-7.9 0.01255 5e-05 0.0063
-7.7 0.01185 1e-04 0.00635
-7.5 0.01185 2e-04 0.0077
-7.3 0.0131 3e-04 0.00895
-7.1 0.0134 4e-04 0.0085
-6.9 0.014 0.00045 0.00925
-6.7 0.0151 0.00095 0.01115
-6.5 0.01435 0.0011 0.01295
-6.3 0.0188 0.00135 0.013
-6.1 0.0179 0.0021 0.01435
-5.9 0.017 0.00355 0.0167
-5.7 0.02005 0.00375 0.0183
-5.5 0.0197 0.00435 0.019
-5.3 0.0223 0.0064 0.02375
-5.1 0.02425 0.0096 0.0232
-4.9 0.02695 0.0111 0.02535
-4.7 0.02785 0.0133 0.0295
-4.5 0.0326 0.01595 0.0348
-4.3 0.0294 0.0204 0.03745
-4.1 0.03735 0.02795 0.04105
-3.9 0.0379 0.03125 0.04305
-3.7 0.04225 0.0391 0.04965
-3.5 0.04905 0.04545 0.05395
-3.3 0.0452 0.05585 0.0592
-3.1 0.05475 0.06345 0.0653
-2.9 0.0606 0.0756 0.07225
-2.7 0.06565 0.08775 0.07715
-2.5 0.07165 0.0995 0.08635
-2.3 0.0782 0.1149 0.0936
-2.1 0.0845 0.1286 0.0943
-1.9 0.09265 0.13835 0.11
-1.7 0.10385 0.15035 0.1142
-1.5 0.1169 0.16215 0.12545
-1.3 0.1317 0.16775 0.13415
-1.1 0.13785 0.16925 0.14065
-0.899999999999999 0.15355 0.1707 0.14605
-0.7 0.16325 0.17445 0.15705
-0.499999999999999 0.16605 0.17255 0.156
-0.299999999999999 0.1754 0.16395 0.15875
-0.1 0.1806 0.17005 0.16635
0.100000000000001 0.18085 0.17155 0.1616
0.3 0.17915 0.17335 0.15995
0.500000000000001 0.1671 0.167 0.1521
0.700000000000001 0.16735 0.1706 0.14485
0.9 0.15 0.1706 0.14285
1.1 0.14155 0.16655 0.14275
1.3 0.13 0.17085 0.1319
1.5 0.11595 0.16815 0.11745
1.7 0.10655 0.15215 0.1247
1.9 0.0955 0.1361 0.1081
2.1 0.08695 0.12315 0.0966
2.3 0.0792 0.1106 0.09325
2.5 0.0749 0.09505 0.08515
2.7 0.0603 0.0845 0.0745
2.9 0.05645 0.0787 0.07295
3.1 0.0562 0.0651 0.06815
3.3 0.0491 0.0518 0.05995
3.5 0.04445 0.0457 0.0523
3.7 0.04215 0.0388 0.0466
3.9 0.0378 0.03435 0.04425
4.1 0.03625 0.0254 0.0421
4.3 0.03295 0.0206 0.0355
4.5 0.02885 0.0175 0.033
4.7 0.0289 0.0143 0.02985
4.9 0.02535 0.00905 0.02875
5.1 0.02175 0.0088 0.02675
5.3 0.0224 0.0055 0.02455
5.5 0.0195 0.00545 0.01945
5.7 0.0207 0.0035 0.0177
5.9 0.0184 0.0031 0.0182
6.1 0.0167 0.0019 0.0141
6.3 0.01655 0.00205 0.01465
6.5 0.0149 0.001 0.0127
6.7 0.0148 5e-04 0.0117
6.9 0.01475 0.00085 0.0103
7.1 0.01385 0.00035 0.0094
7.3 0.01145 3e-04 0.0081
7.5 0.012 3e-04 0.00735
7.7 0.012 3e-04 0.0061
7.9 0.0114 5e-05 0.00585
8.1 0.01015 0 0.0058
8.3 0.00975 1e-04 0.0055
8.5 0.00845 5e-05 0.00395
8.7 0.0095 0 0.00385
8.9 0.0085 0 0.00355
9.1 0.0089 0 0.0034
9.3 0.00715 0 0.0032
9.5 0.00705 0 0.00295
9.7 0.00785 0 0.00195
9.9 0.0072 0 0.0022
